"Context","Source"
"RemoteIDIndicatorPage","Remote ID"
"RemoteIDIndicatorPage","Configure"
"RemoteIDSettings","ARM STATUS"
"RemoteIDSettings","RID COMMS"
"RemoteIDSettings","NOT CONNECTED"
"RemoteIDSettings","GCS GPS"
"RemoteIDSettings","BASIC ID"
"RemoteIDSettings","OPERATOR ID"
"RemoteIDSettings","Arm Status Error"
"RemoteIDSettings","Basic ID"
"RemoteIDSettings","If Basic ID is already set on the RID device, this will be registered as Basic ID 2"
"RemoteIDSettings","Broadcast"
"RemoteIDSettings","If an emergency is declared, Emergency Text will be broadcast even if Broadcast setting is not enabled."
"RemoteIDSettings","Broadcast Message"
"RemoteIDSettings","GroundStation Location"
"RemoteIDSettings","EU Vehicle Info"
"RemoteIDSettings","Provide Information"
"RemoteIDSettings","NMEA External GPS Device"
"RemoteIDSettings","NMEA GPS Baudrate"
"RemoteIDSettings","NMEA stream UDP port"
"RemoteIDSettings","Operator ID"
"RemoteIDSettings","Broadcast%1"
"RemoteIDSettings"," (%1)"
"RemoteIDSettings","Invalid Operator ID"
"RemoteIDSettings","Self ID"
"SHP","File is not a .shp file: %1"
"SHP","File not found: %1"
"SHP","PRJ file open failed: %1"
"SHP","UTM projection is not in supported format. Must be PROJCS[""WGS_1984_UTM_Zone_##N/S"
"SHP","Only WGS84 or UTM projections are supported."
"SHP","SHPOpen failed."
"SHP","More than one entity found."
"SHP","No supported types found."
"SHP","File does not contain a polygon."
"SHP","Failed to read polygon object."
"SHP","Only single part polygons are supported."
"SHP","File does not contain a polyline."
"SHP","Failed to read polyline object."
"SHP","Only single part polylines are supported."
"SafetyComponent","Show obstacle distance overlay"
"SensorsComponentController","Reset successful"
"SensorsComponentController","Reset failed"
"SensorsSetup","For Compass calibration you will need to rotate your vehicle through a number of positions."
"SensorsSetup","For Gyroscope calibration you will need to place your vehicle on a surface and leave it still."
"SensorsSetup","For Accelerometer calibration you will need to place your vehicle on all six sides on a perfectly level surface and hold it still in each orientation for a few seconds."
"SensorsSetup","To level the horizon you need to place the vehicle in its level flight position and leave still."
"SensorsSetup","Autopilot Orientation"
"SensorsSetup","ROTATION_NONE indicates component points in direction of flight."
"SensorsSetup","Click Ok to start calibration."
"SensorsSetup","Reboot the vehicle prior to flight."
"SensorsSetup","Adjust orientations as needed.

ROTATION_NONE indicates component points in direction of flight."
"SensorsSetup","Mag %1 Orientation"
"SensorsSetup","Orientations"
"SensorsSetup","Factory reset"
"SerialLink","Serial Link Error"
"SerialLink","Link %1: (Port: %2) %3"
"SerialSettings","Serial Port"
"SerialSettings","None Available"
"SerialSettings","Baud Rate"
"SerialSettings","Advanced Settings"
"SerialSettings","Parity"
"SerialSettings","Data Bits"
"SerialSettings","Stop Bits"
"SerialWorker","Not connecting to a bootloader"
"SerialWorker","Could not open port: %1"
"SerialWorker","Data to Send is Empty"
"SerialWorker","Port is not Connected"
"SerialWorker","Port is not Writable"
"SerialWorker","Could Not Send Data - Write Failed: %1"
"SerialWorker","Could Not Send Data - Write Returned 0 Bytes"
"SettingsPagesModel","General"
"SettingsPagesModel","Fly View"
"SettingsPagesModel","Plan View"
"SettingsPagesModel","Video"
"SettingsPagesModel","Telemetry"
"SettingsPagesModel","ADSB Server"
"SettingsPagesModel","Comm Links"
"SettingsPagesModel","Maps"
"SettingsPagesModel","PX4 Log Transfer"
"SettingsPagesModel","Remote ID"
"SettingsPagesModel","Console"
"SettingsPagesModel","Help"
"SettingsPagesModel","Mock Link"
"SettingsPagesModel","Debug"
"SettingsPagesModel","Palette Test"
"SetupPage","%1 Config"
"SetupView","Optical Flow"
"SetupView","Buttons"
"ShapeFileHelper","Unsupported file type. Only .%1 and .%2 are supported."
"ShapeFileHelper","KML Files (*.%1)"
"ShapeFileHelper","KML/SHP Files (*.%1 *.%2)"
"SimpleItemEditor","Move '%1' %2 to the %3 location. %4"
"SimpleItemEditor","Transition Direction"
"SimpleItemEditor","Takeoff"
"SimpleItemEditor","Ensure distance from launch to transition direction is far enough to complete transition."
"SimpleItemEditor","Actual AMSL alt sent: %1 %2"
"SimpleMissionItem","Transition Direction"
"SimpleMissionItem","Loiter"
"SimulatedCameraControl","Time lapse capture not supported by this camera"
"StatusTextHandler","EMERGENCY"
"StatusTextHandler","ALERT"
"StatusTextHandler","Critical"
"StatusTextHandler","Error"
"StatusTextHandler","Warning"
"StatusTextHandler","Notice"
"StatusTextHandler","Info"
"StatusTextHandler","Debug"
"StatusTextHandler"," ... "
"SysStatusSensorInfo","Error"
"SysStatusSensorInfo","Normal"
"SysStatusSensorInfo","Disabled"
"SyslinkComponent","Address in hex. Default is E7E7E7E7E7."
"SyslinkComponent","Restore Defaults"
"TCPLink","TCP Link Error"
"TCPLink","Link %1: (Host: %2 Port: %3) %4"
"TCPWorker","Connection Failed: %1"
"TCPWorker","Data to Send is Empty"
"TCPWorker","Socket is not connected"
"TCPWorker","Could Not Send Data - Write Failed: %1"
"TCPWorker","Could Not Send Data - Write Returned 0 Bytes"
"TaisyncSettings",""
"TcpSettings","Server Address"
"TcpSettings","Port"
"TelemetryRSSIIndicator","dBm"
"TelemetrySettings","Not Connected"
"TelemetrySettings","Ground Station"
"TelemetrySettings","Emit heartbeat"
"TelemetrySettings","MAVLink System ID"
"TelemetrySettings","MAVLink 2 Signing"
"TelemetrySettings","Signing keys should only be sent to the vehicle over secure links."
"TelemetrySettings","Key"
"TelemetrySettings","Send to Vehicle"
"TelemetrySettings","Signing key has changed. Don't forget to send to Vehicle(s) if needed."
"TelemetrySettings","MAVLink Forwarding"
"TelemetrySettings","Enable"
"TelemetrySettings","Host name"
"TelemetrySettings","Logging"
"TelemetrySettings","Save log after each flight"
"TelemetrySettings","Save logs even if vehicle was not armed"
"TelemetrySettings","Save CSV log of telemetry data"
"TelemetrySettings","Stream Rates (ArduPilot Only)"
"TelemetrySettings","Controlled By vehicle"
"TelemetrySettings","Raw Sensors"
"TelemetrySettings","Extended Status"
"TelemetrySettings","RC Channels"
"TelemetrySettings","Position"
"TelemetrySettings","Extra 1"
"TelemetrySettings","Extra 2"
"TelemetrySettings","Extra 3"
"TelemetrySettings","Link Status (Current Vehicle))"
"TelemetrySettings","Total messages sent (computed)"
"TelemetrySettings","Total messages received"
"TelemetrySettings","Total message loss"
"TelemetrySettings","Loss rate:"
"TelemetrySettings","Signing:"
"ToolIndicatorPage","Waiting for parameters..."
"TransectStyleComplexItemEditor","Done"
"TransectStyleComplexItemEditor","WARNING: Photo interval is below minimum interval (%1 secs) supported by camera."
"TransectStyleComplexItemEditor","Altitude"
"TransectStyleComplexItemEditor","Trigger Dist"
"TransectStyleComplexItemEditor","Spacing"
"TransectStyleComplexItemEditor","Rotate Entry Point"
"TransectStyleComplexItemEditor","Statistics"
"TransectStyleComplexItemEditor","Presets"
"TransectStyleComplexItemEditor","Apply Preset"
"TransectStyleComplexItemEditor","Delete Preset"
"TransectStyleComplexItemEditor","Are you sure you want to delete '%1' preset?"
"TransectStyleComplexItemEditor","Save Settings As New Preset"
"TransectStyleComplexItemEditor","Save Preset"
"TransectStyleComplexItemEditor","Save the current settings as a named preset."
"TransectStyleComplexItemEditor","Preset Name"
"TransectStyleComplexItemEditor","Enter preset name"
"TransectStyleComplexItemEditor","Preset name cannot be blank."
"TransectStyleComplexItemEditor","Preset name cannot include the ""/"" character."
"TransectStyleComplexItemTerrainFollow","Tolerance"
"TransectStyleComplexItemTerrainFollow","Max Climb Rate"
"TransectStyleComplexItemTerrainFollow","Max Descent Rate"
"UDPLink","Link %1: %2"
"UDPWorker","Failed to bind UDP socket to port"
"UDPWorker","Could Not Send Data - Link is Disconnected!"
"UDPWorker","Could Not Read Data - Link is Disconnected!"
"UDPWorker","Could Not Read Data - No Data Available!"
"UDPWorker","Zeroconf Register Error: %1"
"UDPWorker","Error Registering Zeroconf: %1"
"UDPWorker","Invalid sockfd"
"UDPWorker","DNSServiceProcessResult Error: %1"
"UTMSPAdapterEditor","UTM Service Editor"
"UTMSPAdapterEditor","Enabled"
"UTMSPAdapterEditor","Disabled"
"UTMSPAdapterEditor","Logout"
"UTMSPAdapterEditor","User ID"
"UTMSPAdapterEditor","Password:"
"UTMSPAdapterEditor","Login"
"UTMSPAdapterEditor","Forgot Your Password?"
"UTMSPAdapterEditor","New User? Register Now"
"UTMSPAdapterEditor","Insert Geofence"
"UTMSPAdapterEditor","Min Altitude"
"UTMSPAdapterEditor","Max Altitude"
"UTMSPAdapterEditor","Date & Time"
"UTMSPAdapterEditor","Date"
"UTMSPAdapterEditor","Time"
"UTMSPAdapterEditor","Start Time"
"UTMSPAdapterEditor","End Time"
"UTMSPAdapterEditor","Mission Altitude"
"UTMSPAdapterEditor","Register Flight Plan"
"UTMSPAdapterEditor","Remove Flight Plan"
"UTMSPMapPolygonVisuals","Option"
"UTMSPMapPolygonVisuals","Click on the map to add vertices. Click 'Done Fencing' when finished."
"UTMSPMapPolygonVisuals","Remove vertex"
"UTMSPMapPolygonVisuals","Edit position..."
"UTMSPMapPolygonVisuals","Edit Center Position"
"UTMSPMapPolygonVisuals","Edit Vertex Position"
"UTMSPMapPolygonVisuals","Automatic"
"UTMSPMapPolygonVisuals","Done fencing"
"UTMSPMapPolygonVisuals","Mannual"
"UdpSettings","Note: For best perfomance, please disable AutoConnect to UDP devices on the General page."
"UdpSettings","Port"
"UdpSettings","Server Addresses (optional)"
"UdpSettings","Example: 127.0.0.1:14550"
"UdpSettings","Add Server"
"UnitsSettings","Feet"
"UnitsSettings","Meters"
"UnitsSettings","Horizontal Distance"
"UnitsSettings","Vertical Distance"
"UnitsSettings","SquareFeet"
"UnitsSettings","SquareMeters"
"UnitsSettings","SquareKilometers"
"UnitsSettings","Hectares"
"UnitsSettings","Acres"
"UnitsSettings","SquareMiles"
"UnitsSettings","Area"
"UnitsSettings","Knots"
"UnitsSettings","Speed"
"UnitsSettings","Celsius"
"UnitsSettings","Fahrenheit"
"UnitsSettings","Temperature"
"UnitsSettings","Grams"
"UnitsSettings","Kilograms"
"UnitsSettings","Ounces"
"UnitsSettings","Pounds"
"UnitsSettings","Weight"
"VTOLChecklist","Wind & weather"
"VTOLLandingComplexItem","VTOL Landing"
"VTOLLandingPatternEditor","Final approach"
"VTOLLandingPatternEditor","Use loiter to altitude"
"VTOLLandingPatternEditor","* Avoid tailwind on approach to land."
"VTOLLandingPatternEditor","* Ensure landing distance is enough to complete transition."
"VTOLLandingPatternMapVisual","Approach"
"Vehicle","battery %1 level low"
"Vehicle","battery %1 level is critical"
"Vehicle","battery %1 level emergency"
"Vehicle","battery %1 failed"
"Vehicle","battery %1 unhealthy"
"Vehicle","warning"
"Vehicle","Set Home failed, terrain data not available for selected coordinate"
"Vehicle","minimum altitude"
"Vehicle","maximum altitude"
"Vehicle","boundary"
"Vehicle","fence breached"
"Vehicle","Waiting for previous operator control request"
"Vehicle","No response to operator control request"
"Vehicle","Vehicle %1 "
"Vehicle","Vehicle reboot failed."
"Vehicle","Change Heading not supported by Vehicle."
"Vehicle","Unable to send command: %1."
"Vehicle","Internal error - MAV_COMP_ID_ALL not supported"
"Vehicle","Waiting on previous response to same command."
"Vehicle Class","Airship"
"Vehicle Class","Fixed Wing"
"Vehicle Class","Rover-Boat"
"Vehicle Class","Sub"
"Vehicle Class","Multi-Rotor"
"Vehicle Class","VTOL"
"Vehicle Class","Generic"
"Vehicle Class","Unknown"
"VehicleLinkManager","%1Communication regained on %2 link"
"VehicleLinkManager","primary"
"VehicleLinkManager","secondary"
"VehicleLinkManager","%1Communication regained"
"VehicleLinkManager","%1Switching communication to new primary link"
"VehicleLinkManager","%1Communication lost on %2 link."
"VehicleLinkManager","%1Switching communication to secondary link."
"VehicleLinkManager","%1Communication lost"
"VehicleLinkManager","Comm Lost"
"VehicleMessageList","No Messages"
"VehicleMessageList","Edit Parameter"
"VibrationPage","Analyze vibration associated with your vehicle."
"VibrationPage","X (%1)"
"VibrationPage","Y (%1)"
"VibrationPage","Z (%1)"
"VibrationPage","Accel 1: %1"
"VibrationPage","Accel 2: %1"
"VibrationPage","Accel 3: %1"
"VibrationPage","Clip count"
"VibrationPage","Not Available"
"VideoSettings","No Video Available"
"VideoSettings","Video Stream Disabled"
"VideoSettings","RTSP Video Stream"
"VideoSettings","UDP h.264 Video Stream"
"VideoSettings","UDP h.265 Video Stream"
"VideoSettings","TCP-MPEG2 Video Stream"
"VideoSettings","MPEG-TS Video Stream"
"VideoSettings","3DR Solo (requires restart)"
"VideoSettings","Parrot Discovery"
"VideoSettings","Yuneec Mantis G"
"VideoSettings","Herelink AirUnit"
"VideoSettings","Herelink Hotspot"
"VideoSettings","Video Source"
"VideoSettings","Mavlink camera stream is automatically configured"
"VideoSettings","Source"
"VideoSettings","Connection"
"VideoSettings","RTSP URL"
"VideoSettings","TCP URL"
"VideoSettings","UDP URL"
"VideoSettings","Settings"
"VideoSettings","Aspect Ratio"
"VideoSettings","Stop recording when disarmed"
"VideoSettings","Low Latency Mode"
"VideoSettings","Video decode priority"
"VideoSettings","Local Video Storage"
"VideoSettings","Record File Format"
"VideoSettings","Auto-Delete Saved Recordings"
"VideoSettings","Max Storage Usage"
"Viewer3DModel","Downloading Imageries: "
"Viewer3DProgressBar","Progress"
"Viewer3DVehicleItems","L"
"Viewer3DVehicleItems","T"
"Viewer3DVehicleItems","W"
"Viewer3DVehicleItems","R"
"Viewer3DVehicleItems","null"
"GeneralSettings1","General"
"GeneralSettings1","Language: Chinese "
"GeneralSettings1","Color Scheme"
"GeneralSettings1","Stream GCS Position"
"GeneralSettings1","Mute all audio output"
"GeneralSettings1","Android: Don't save to SD card"
"GeneralSettings1","Clear all settings on next start"
"GeneralSettings1","UI Scaling"
"GeneralSettings1","Application Load/Save Path"
"GeneralSettings1","<default location>"
"GeneralSettings1","Browse"
"GeneralSettings1","Choose the location to save/load files"
"GeneralSettings1","Units"
"GeneralSettings1","Horizontal Distance: m"
"GeneralSettings1","Vertical Distance: m"
"GeneralSettings1","Area: m²"
"GeneralSettings1","Temperature: °C"
"GeneralSettings1","Speed Unit"
"GeneralSettings1","Note: Distance/area/temperature are fixed to metric units; speed supports only m/s and km/h."
"GeneralSettings1","Brand Image"
"GeneralSettings1","Indoor Image"
"GeneralSettings1","Choose custom brand image file"
"GeneralSettings1","Outdoor Image"
"GeneralSettings1","Reset Images"
"GeneralSettings1","Reset"
"FlyViewSettings1","<None>"
"FlyViewSettings1","General"
"FlyViewSettings1","Use Preflight Checklist"
"FlyViewSettings1","Enforce Preflight Checklist"
"FlyViewSettings1","Enable Multi-Vehicle Panel"
"FlyViewSettings1","Keep Map Centered On Vehicle"
"FlyViewSettings1","Show Telemetry Log Replay Status Bar"
"FlyViewSettings1","Show simple camera controls (DIGICAM_CONTROL)"
"FlyViewSettings1","Update return to home position based on device location."
"FlyViewSettings1","Show Joystick Status in Toolbar"
"FlyViewSettings1","MAVLink Actions"
"FlyViewSettings1","Action JSON files should be created in the '%1' folder."
"FlyViewSettings1","Fly View Actions"
"FlyViewSettings1","Joystick Actions"
"FlyViewSettings1","Virtual Joystick"
"FlyViewSettings1","Enabled"
"FlyViewSettings1","Auto-Center Throttle"
"FlyViewSettings1","Left-Handed Mode (swap sticks)"
"FlyViewSettings1","Instrument Panel"
"FlyViewSettings1","Show additional heading indicators on Compass"
"FlyViewSettings1","Lock Compass Nose-Up"
"FlyViewSettings1","3D View"
"FlyViewSettings1","3D Map File:"
"FlyViewSettings1","Clear"
"FlyViewSettings1","Please select an OSM file"
"FlyViewSettings1","Select File"
"FlyViewSettings1","OpenStreetMap files (*.osm)"
"FlyViewSettings1","Select map file"
"FlyViewSettings1","Average Building Level Height"
"FlyViewSettings1","Vehicles Altitude Bias"
"PlanViewSettings1","Plan View"
"PlanViewSettings1","Default Mission Altitude"
"PlanViewSettings1","VTOL TransitionDistance"
"PlanViewSettings1","Use MAV_CMD_CONDITION_GATE for pattern generation"
"PlanViewSettings1","Missions do not require takeoff item"
"PlanViewSettings1","Allow configuring multiple landing sequences"
"VideoSettings1","Video Source"
"VideoSettings1","Mavlink camera stream is automatically configured"
"VideoSettings1","Source"
"VideoSettings1","Connection"
"VideoSettings1","RTSP URL"
"VideoSettings1","USV"
"VideoSettings1","Click to refresh..."
"VideoSettings1","No USVs online"
"VideoSettings1","Connection failed"
"VideoSettings1","Please configure ground station connection first"
"VideoSettings1","Parse failed"
"VideoSettings1","Refresh"
"VideoSettings1","TCP URL"
"VideoSettings1","UDP URL"
"VideoSettings1","Settings"
"VideoSettings1","Aspect Ratio"
"VideoSettings1","Stop recording when disarmed"
"VideoSettings1","Low Latency Mode"
"VideoSettings1","Force Video Decoder"
"VideoSettings1","Local Video Storage"
"VideoSettings1","Record File Format"
"VideoSettings1","Auto-Delete Saved Recordings"
"VideoSettings1","Max Storage Usage"
"MapSettingsSimplified","Custom Map URL"
"MapSettingsSimplified","Server URL"
"MapSettingsSimplified","Port"
"MapSettingsSimplified","Elevation Provider"
"MapSettingsSimplified","Offline Maps"
"MapSettingsSimplified","Download map tiles for use when offline"
"MapSettingsSimplified","Add New Set"
"MapSettingsSimplified","Add"
"MapSettingsSimplified","Import Map Tiles"
"MapSettingsSimplified","Import"
"MapSettingsSimplified","Export Map Tiles"
"MapSettingsSimplified","Export"
"MapSettingsSimplified","Exporting"
"MapSettingsSimplified","Importing"
"MapSettingsSimplified","Tile Cache"
"MapSettingsSimplified","Export Selected Tile Sets"
"MapSettingsSimplified","Export Tiles"
"MapSettingsSimplified","Import TileSets"
"MapSettingsSimplified","Import Tiles"
"MapSettingsSimplified","Append to existing sets"
"MapSettingsSimplified","Replace existing sets"
"MapSettingsSimplified","Error Message"
"NTRIPSettings1","NTRIP Manager not available"
"NTRIPSettings1","Disconnected"
"NTRIPSettings1","Connected"
"NTRIPSettings1","Connecting..."
"NTRIPSettings1","Connection failed: %1"
"NTRIPSettings1","RTK / NTRIP"
"NTRIPSettings1","Enable NTRIP/RTK"
"NTRIPSettings1","Connection status: %1"
"NTRIPSettings1","Server Address"
"NTRIPSettings1","Port"
"NTRIPSettings1","Username"
"NTRIPSettings1","Password"
"NTRIPSettings1","Mountpoint"
"NTRIPSettings1","Whitelist (IP/Device)"
"NTRIPSettings1","Use SPARTN (not supported yet)"
"PX4LogTransferSettings1","Log Record"
"PX4LogTransferSettings1","Please fill in the email address before uploading the log."
"PX4LogTransferSettings1","MAVLink 2.0 Log Record (PX4 only)"
"PX4LogTransferSettings1","Manual Start/Stop:"
"PX4LogTransferSettings1","Start Record"
"PX4LogTransferSettings1","Stop Record"
"PX4LogTransferSettings1","Enable auto record (when vehicle is armed)"
"PX4LogTransferSettings1","MAVLink 2.0 Log Upload (PX4 only)"
"PX4LogTransferSettings1","Upload Email:"
"PX4LogTransferSettings1","Default Description:"
"PX4LogTransferSettings1","Default Upload URL:"
"PX4LogTransferSettings1","Video URL:"
"PX4LogTransferSettings1","Wind:"
"PX4LogTransferSettings1","Please select"
"PX4LogTransferSettings1","No wind"
"PX4LogTransferSettings1","Breeze"
"PX4LogTransferSettings1","Strong wind"
"PX4LogTransferSettings1","Storm"
"PX4LogTransferSettings1","Flight Rating:"
"PX4LogTransferSettings1","Crash (pilot error)"
"PX4LogTransferSettings1","Crash (software/hardware failure)"
"PX4LogTransferSettings1","Unsatisfactory"
"PX4LogTransferSettings1","Good"
"PX4LogTransferSettings1","Great"
"PX4LogTransferSettings1","Feedback:"
"PX4LogTransferSettings1","Make this log public"
"PX4LogTransferSettings1","Enable auto upload"
"PX4LogTransferSettings1","Delete log file after upload"
"PX4LogTransferSettings1","Saved Log Files"
"PX4LogTransferSettings1","Uploaded"
"PX4LogTransferSettings1","Select All"
"PX4LogTransferSettings1","Select None"
"PX4LogTransferSettings1","Delete Selected"
"PX4LogTransferSettings1","Delete Log Files"
"PX4LogTransferSettings1","Are you sure you want to delete the selected log files?"
"PX4LogTransferSettings1","Upload Selected"
"PX4LogTransferSettings1","Upload Log Files"
"PX4LogTransferSettings1","Are you sure you want to upload the selected log files?"
"PX4LogTransferSettings1","Cancel Upload"
"PX4LogTransferSettings1","Are you sure you want to cancel the upload?"
"TelemetrySettings1","Not Connected"
"TelemetrySettings1","Ground Station"
"TelemetrySettings1","MAVLink System ID"
"TelemetrySettings1","Send Heartbeat"
"TelemetrySettings1","MAVLink 2 Signing"
"TelemetrySettings1","The signing key should only be sent to the vehicle over a secure link."
"TelemetrySettings1","Key"
"TelemetrySettings1","Send to Vehicle"
"TelemetrySettings1","Signing key has changed. Remember to send it to the vehicle for it to take effect."
"TelemetrySettings1","MAVLink Forwarding"
"TelemetrySettings1","Enable"
"TelemetrySettings1","Host Name / Address"
"TelemetrySettings1","Logging"
"TelemetrySettings1","Save log after each flight"
"TelemetrySettings1","Save logs even when vehicle is not armed"
"TelemetrySettings1","Save CSV telemetry log"
"TelemetrySettings1","Stream Rates (ArduPilot only)"
"TelemetrySettings1","Controlled by vehicle"
"TelemetrySettings1","Raw Sensors"
"TelemetrySettings1","Extended Status"
"TelemetrySettings1","RC Channels"
"TelemetrySettings1","Position"
"TelemetrySettings1","Extra 1"
"TelemetrySettings1","Extra 2"
"TelemetrySettings1","Extra 3"
"TelemetrySettings1","Link Status (Current Vehicle)"
"TelemetrySettings1","Total Messages Sent (estimated)"
"TelemetrySettings1","Total Messages Received"
"TelemetrySettings1","Total Messages Lost"
"TelemetrySettings1","Loss Rate:"
"TelemetrySettings1","Signing:"
"TelemetrySettings1","On"
"TelemetrySettings1","Off"
"HelpSettings1","QGroundControl User Guide"
"HelpSettings1","PX4 Users Forum"
"HelpSettings1","ArduPilot Users Forum"
"HelpSettings1","QGroundControl Discord Channel"
"MockLink1","Send status text + voice broadcast"
"MockLink1","Start Mock: PX4 Vehicle"
"MockLink1","Start Mock: ArduPilot Multirotor (ArduCopter)"
"MockLink1","Start Mock: ArduPilot Fixed Wing (ArduPlane)"
"MockLink1","Start Mock: Sub/Boat (ArduSub)"
"MockLink1","Start Mock: Ground/General (ArduRover)"
"MockLink1","Start Mock: Generic Vehicle"
"MockLink1","Stop one mock link"
"DebugWindow1","Qt Platform: "
"DebugWindow1","Size 10"
"DebugWindow1","Default Font Width: "
"DebugWindow1","Size 10.5"
"DebugWindow1","Default Font Height: "
"DebugWindow1","Size 11"
"DebugWindow1","Default Font Pixel Size: "
"DebugWindow1","Size 11.5"
"DebugWindow1","Default Font Point Size: "
"DebugWindow1","Size 12"
"DebugWindow1","QML Desktop Available Area: "
"DebugWindow1","Size 12.5"
"DebugWindow1","QML Screen Size: "
"DebugWindow1","Size 13"
"DebugWindow1","QML Pixel Density: "
"DebugWindow1","Size 13.5"
"DebugWindow1","QML Pixel Ratio: "
"DebugWindow1","Size 14"
"DebugWindow1","Default Point Size: "
"DebugWindow1","Size 14.5"
"DebugWindow1","Calculated Font Height: "
"DebugWindow1","Size 15"
"DebugWindow1","Calculated Screen Height: "
"DebugWindow1","Size 15.5"
"DebugWindow1","Calculated Screen Width: "
"DebugWindow1","Size 16"
"DebugWindow1","Desktop Available Width: "
"DebugWindow1","Size 16.5"
"DebugWindow1","Desktop Available Height: "
"DebugWindow1","Size 17"
"SelectViewDropdown","Water Quality"
"FlyViewCustomLayer","PH: "
"FlyViewCustomLayer","Water Temp: "
"FlyViewCustomLayer","Turbidity: "
"FlyViewCustomLayer","Conductivity: "
"WaterQualityOverlay","Select USV"
"WaterQualityOverlay","Click to refresh..."
"WaterQualityOverlay","Refresh"
"WaterQualityOverlay","Waiting for data..."
"WaterQualityOverlay","Disconnected"
"WaterQualityOverlay","No Boats"
"WaterQualityOverlay","Connection failed"
